username,title,business_size,validated_user,verified_current_user,review_source,date,rating,review_title,like_best,dislike,benefits
Verified User in Apparel & Fashion,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-03,5.0,"""User Friendly""","I love the layout of Impact, it's super easy to use and understand.  My favorite brands use it, I hope to see more added in the future, it's the best! Review collected by and hosted on G2.com.","I love the layout of Impact, it's super easy to use and understand.  My favorite brands use it, I hope to see more added in the future, it's the best! Review collected by and hosted on G2.com.",
Verified User in Online Media,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,2.5,"""Impact Has Great Brands But Needs Better Interface""","The quality of the affiliate brands on the platform. Also, the contract terms are easy to access and understand. Payments are timely, too. Review collected by and hosted on G2.com.","The quality of the affiliate brands on the platform. Also, the contract terms are easy to access and understand. Payments are timely, too. Review collected by and hosted on G2.com.",
Lauren L.,Affiliate Partnerships Manager,Mid-Market (51-1000 emp.),No,No,In-app,2021-08-26,5.0,"""The best affiliate management platform of them all!""","User friendly dashboard, easy navigation, data loads quickly, adding a new partner takes less than 30 seconds. Review collected by and hosted on G2.com.","User friendly dashboard, easy navigation, data loads quickly, adding a new partner takes less than 30 seconds. Review collected by and hosted on G2.com.",
Jennifer J.,"Consultant, Team Leader",Small Business (50 or fewer emp.),No,No,G2 invite,2021-10-21,4.0,"""I wish there was open communication with brands""","I like you can earn based on sales, that aspect is nice Review collected by and hosted on G2.com.","I like you can earn based on sales, that aspect is nice Review collected by and hosted on G2.com.",
David B.,CEO,Small Business (50 or fewer emp.),No,No,In-app,2021-08-31,0.0,"""Too expensive NO ROI""",NOTHING! We were told that by using their system we could increase our customer accounts because it would allow influencers to recommend our services. Review collected by and hosted on G2.com.,NOTHING! We were told that by using their system we could increase our customer accounts because it would allow influencers to recommend our services. Review collected by and hosted on G2.com.,
Ashley L.,Owner,Small Business (50 or fewer emp.),No,No,In-app,2021-09-10,5.0,"""Impact makes it SO EASY!""",I love having ALL of my partnerships in one place!!!! Review collected by and hosted on G2.com.,I love having ALL of my partnerships in one place!!!! Review collected by and hosted on G2.com.,
Kiran S.,Proprietor,Small Business (50 or fewer emp.),No,No,In-app,2022-02-01,5.0,"""Impact I love it, simple and very easy to access. everything is very convenient. Great support""",Impact Panel is very cool & easy to use. Review collected by and hosted on G2.com.,Impact Panel is very cool & easy to use. Review collected by and hosted on G2.com.,
Jasbir N.,Account Manager,Mid-Market (51-1000 emp.),No,No,G2 invite,2022-01-25,5.0,"""Impact Is Awesome""",The attribution tools are the most robust for the industry. Review collected by and hosted on G2.com.,The attribution tools are the most robust for the industry. Review collected by and hosted on G2.com.,
Mike Lester R.,Systems Head,Small Business (50 or fewer emp.),No,No,In-app,2021-09-10,5.0,"""Growing your Business with the Impact Affiliate Platform""","What I like the best about Impact is that it is very user friendly for both the Brand and the Affiliate. Love the dashboard and the reports which helps me recognize what drives the most traffic to my links. Moreover, I can easily customize the promotional link so the link is easier to remember. Review collected by and hosted on G2.com.","What I like the best about Impact is that it is very user friendly for both the Brand and the Affiliate. Love the dashboard and the reports which helps me recognize what drives the most traffic to my links. Moreover, I can easily customize the promotional link so the link is easier to remember. Review collected by and hosted on G2.com.",
Verified User in Computer Software,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,5.0,"""The best Affiliate Partner Program I have ever seen!""","I am really impressed with your real time tracking for the every single action. Also, I really love and appriciated with your automated payment services with the minimum payment of $10. And it's totally free of charge! Really, I am impressed! Review collected by and hosted on G2.com.",I think you are doing well already. But some case your brands are deley to update the action credit on impact radious dashboard. Even they won't add it on impact after contacting with that brands. But they are not frods. They sent credits manually. If you have an option to update that type of actions these are not tracked automatically and when your brands found it then they can be able to update it on impact also. Review collected by and hosted on G2.com.,
Valentino L.,President,Small Business (50 or fewer emp.),No,No,In-app,2022-02-03,5.0,"""Brands to match your clients needs""","I have found brands that help my organization provide supplemental income opportunities to creators on Social Media and LiveStreaming Platforms. I designed a Travel Blogger Points program, a Gamers Program, and a Program for Entrepreneurs to help them build credibility on Social Media while establishing their Professional Brands. Impact has provided access to my company to brands that are easily marketable for creators with diverse audiences globally. Review collected by and hosted on G2.com.","I have found brands that help my organization provide supplemental income opportunities to creators on Social Media and LiveStreaming Platforms. I designed a Travel Blogger Points program, a Gamers Program, and a Program for Entrepreneurs to help them build credibility on Social Media while establishing their Professional Brands. Impact has provided access to my company to brands that are easily marketable for creators with diverse audiences globally. Review collected by and hosted on G2.com.",
Verified User in Information Technology and Services,,Small Business (50 or fewer emp.),No,No,In-app,2022-02-02,4.0,"""User-freindly, clean interface for publishers""","Impact.com has built relationships with highly recognizable brands that draw shoppers' attention.  Getting links to advertisers is easy. Compared to competitors, Impact.com has a great dashboard that summarizes everything I need to see. I am most interested in transactions that have occurred, rather than new merchants, and Impact.com focuses on showing traffic first. Review collected by and hosted on G2.com.","Impact.com has built relationships with highly recognizable brands that draw shoppers' attention.  Getting links to advertisers is easy. Compared to competitors, Impact.com has a great dashboard that summarizes everything I need to see. I am most interested in transactions that have occurred, rather than new merchants, and Impact.com focuses on showing traffic first. Review collected by and hosted on G2.com.",
