username,how_many_reviews,location,date,rating,rating_title,rating_description,date_of_experience
Gail Scarth,17,GB,"Jan 13, 2024",Rated 5 out of 5 stars,They guy was really helpful and has…,They guy was really helpful and has hopefully resolved my issue,"January 13, 2024"
Jack Plake,1,US,"Jan 13, 2024",Rated 5 out of 5 stars,Chris understood my on- line challenge,"Chris understood my on- line challenge, and mistake of executing two purchases, and helped me cancel one of them.","January 12, 2024"
Autumn.WyntersCo,3,US,"Jan 13, 2024",Rated 5 out of 5 stars,Exemplary Customer Support: Jenny's Dedicated Assistance at Click Bank,"Experiencing difficulties after purchasing an online course can be quite frustrating, especially when immediate access is promised but not delivered. This was the situation I found myself in, leading to a distressing experience. However, the exemplary customer service provided by Jenny at Click Bank transformed this challenge into a testament to patience and kindness.From the outset, Jenny demonstrated an unwavering commitment to resolving my issue. Despite my initial frustration due to the inability to access a course I had paid for, she approached the problem with a level of professionalism and empathy that was truly commendable. Her efforts went beyond the usual customer service protocols; she not only investigated the issue thoroughly but also took the proactive step of emailing the vendor directly on my behalf.Although we did not arrive at an immediate resolution during our live chat, Jenny's initiative in reaching out to the vendor instilled a sense of hope. Her actions reassured me that my concerns were being taken seriously and that a solution was being actively pursued. This level of dedication is rare in customer service interactions and deserves recognition.The situation underscores a broader issue in the digital marketplace, where customers often face delays and obstacles in accessing online products, despite promises of immediate availability. It highlights the importance of having competent and empathetic customer service representatives like Jenny, who can not only address technical issues but also provide emotional support to frustrated customers.In conclusion, while the issue of access to the course remains unresolved, the customer service experience with Jenny at Click Bank has been a silver lining. Her patience, kindness, and proactive approach have significantly mitigated the frustration of the situation, reminding us of the value of exceptional customer support in the digital age","January 13, 2024"
Dwight Palma,1,US,"Jan 13, 2024",Rated 5 out of 5 stars,Margarate was very helpful and patient,Margarate was very helpful and patient. Great customer service indeed!,"January 12, 2024"
Clare Reynolds,3,DE,"Jan 12, 2024",Rated 5 out of 5 stars,Easy to cancel a subscription I wasn't…,Easy to cancel a subscription I wasn't using.,"January 11, 2024"
Alexandra Palacios,1,CA,"Jan 12, 2024",Rated 5 out of 5 stars,Very professional and promptly,Nathaniel was great at customer service.  Thank you!,"January 11, 2024"
إبدا مشروعك,1,MA,"Jan 11, 2024",Rated 1 out of 5 stars,not commended and racism company,"not commended and racism company , not available for all company","January 01, 2024"
Ibrahim Elzanaty,1,EG,"Jan 11, 2024",Rated 1 out of 5 stars,Egypt isn't included in Affiliate…,Egypt isn't included in Affiliate program of Clickbank. I think there is racism by Clickbank.,"August 07, 2023"
ronintraderfx,3,EE,"Jan 11, 2024",Rated 5 out of 5 stars,Fast and professional service.,,"January 11, 2024"
Guest,1,US,"Jan 10, 2024",Rated 5 out of 5 stars,Quick to respond and resolved the…,Quick to respond and resolved the issues I had and answered the questions that were asked thoroughly.,"January 10, 2024"
John,2,TH,"Jan 10, 2024",Rated 5 out of 5 stars,Quick service to obtain refund.,Easily understood problem and acted appropriately,"January 10, 2024"
Angela Spronz,1,US,"Jan 10, 2024",Rated 5 out of 5 stars,My experience with Charity,Charity addressed all my questions and was very knowledgeable and professional.  I appreciate all her help and consideration.,"January 09, 2024"
Jared Collins,3,US,"Jan 10, 2024",Rated 5 out of 5 stars,Great customer service! Thank you.,Great customer service. Helped me resolve my issue.,"January 09, 2024"
Paul Fleming,1,AU,"Jan 10, 2024",Rated 5 out of 5 stars,You responded promptly and Jee answered…,You responded promptly and Jee answered my query very efficiently,"January 10, 2024"
AGB Capital,1,US,"Jan 10, 2024",Rated 5 out of 5 stars,Good customer service,,"January 09, 2024"
Sy,1,US,"Jan 9, 2024",Rated 5 out of 5 stars,Timely and helpful responces,Timely and helpful responces.  The problem has yet to be resolved but was informed it may take up to 72 hours for the issue to be resolved.,"January 09, 2024"
shailu dalal,1,IN,"Jan 9, 2024",Rated 1 out of 5 stars,Unable to open an account,Unable to open an account.I have been tying to open an account as an affiliate after hearing all positive about the site but unfortunately I kept trying and my whole day got wasted. I am from India.,"January 09, 2024"
James Guy,6,GB,"Jan 9, 2024",Rated 5 out of 5 stars,Chriss was attentive to my problem and…,Chriss was attentive to my problem and handled it very effectively,"January 08, 2024"
Dulce Mariquele,1,MZ,"Jan 8, 2024",Rated 1 out of 5 stars,I didn't really like the platform,"I didn't really like the platform, because it excludes Mozambique from registration within the platform. We ask that you include Mozambique, so that Mozambicans can also have new opportunities.","January 08, 2024"
Glen F.,3,US,"Jan 8, 2024",Rated 5 out of 5 stars,My order was cancelled quickly,"My order was cancelled quickly, excellent customer service.","January 07, 2024"
Tim,2,US,"Jan 7, 2024",Rated 5 out of 5 stars,I had an issue with an order I was not…,I had an issue with an order I was not sure I placed and wanted to confirm it was not an auto reorder. Yvonne was able to find my order and confirm that it was not an auto reorder. She did a nice job.,"January 07, 2024"
johnny,1,US,"Jan 7, 2024",Rated 5 out of 5 stars,Irish made everything good,"Irish made everything good! thanks,.,jb","January 07, 2024"
Nélia Teixeira,1,PT,"Jan 7, 2024",Rated 5 out of 5 stars,fast and effective.,,"January 07, 2024"
GM,3,US,"Jan 7, 2024",Rated 5 out of 5 stars,Rezel was awesome,"Rezel was awesome, excellent. Everything was handled professionally,  explanations were very clear.  I woud work this company again.","January 06, 2024"
Charles,1,NZ,"Jan 7, 2024",Rated 4 out of 5 stars,The clickbank agent listened,The clickbank agent listened. I wish the vendor would have listened and responded as well.,"January 07, 2024"
Lawrence,1,US,"Jan 7, 2024",Rated 5 out of 5 stars,Chriss: Very helpful agent,Chriss was a very helpful agent that quickly answered all my questions!,"January 06, 2024"
Faye Shann,4,AU,"Jan 6, 2024",Rated 5 out of 5 stars,Reputable company,Customer support was excellent and were very easy and efficient to deal with. I would highly recommend this organisation.,"January 06, 2024"
Jackie,4,US,"Jan 6, 2024",Rated 5 out of 5 stars,Chat with a woman,She was very pleasant and helpful. Have a great person working for this company  A 10 plus,"January 05, 2024"
Jide Kupoluyi,2,CA,"Jan 5, 2024",Rated 5 out of 5 stars,The customer service was very good in…,"The customer service was very good in attending to my issue. Rexel, their rep, handled the issue well.","January 03, 2024"
Patrick J,1,US,"Jan 4, 2024",Rated 5 out of 5 stars,Yvonne was very helpful and…Knowledgeable!,Yvonne was very helpful and knowledgeable!,"January 03, 2024"
Mike Walsh,1,CA,"Jan 4, 2024",Rated 5 out of 5 stars,I had Avery helpulpeson that knew what…,I had Avery helpulpeson that knew what they were doing. Thank you for your email.,"January 03, 2024"
Vickie Crisler,1,US,"Jan 3, 2024",Rated 5 out of 5 stars,Peachy was quick and efficient,Peachy was quick and efficient.  I appreciate their efforts to resolve my issue.,"January 03, 2024"
Ann Weaver,2,US,"Jan 3, 2024",Rated 5 out of 5 stars,Easy Refund,The person was able to find the order and refund. They even offered me to look @ it for the amount of time. I told them I wasn't interested. She was able to do the refund and let me know 3-5 days a confirmation will be emailed. Was easy to get done and with the results I was looking for.,"January 02, 2024"
Greg Baptist,1,US,"Jan 2, 2024",Rated 5 out of 5 stars,return,"I contacted Clickbank to help with the return of a product I purchased. Roda, was professional and very helpful in getting me the information I need to complete the return process","January 02, 2024"
Kevin,4,US,"Jan 2, 2024",Rated 4 out of 5 stars,good response,,"January 02, 2024"
Anointing Kajang,1,GB,"Dec 31, 2023",Rated 5 out of 5 stars,The chat agent was super efficient,"The chat agent was super efficient, fast and very helpful.","December 30, 2023"
Leslie  Arnold,3,US,"Dec 30, 2023",Rated 5 out of 5 stars,Very easy & quick response,Very easy & quick response. My agent was Clarisse.,"December 30, 2023"
JZ,4,US,"Dec 30, 2023",Rated 5 out of 5 stars,The customer support agent fully…,The customer support agent fully understood my request and quickly took the correct action to get my information to the vendor.,"December 30, 2023"
Sara Alísa Jónsdóttir,1,IS,"Dec 30, 2023",Rated 5 out of 5 stars,Rechie was very helpful with my order…,Rechie was very helpful with my order cancelation and the problem has been solved,"December 30, 2023"
Virginia Scoccia,2,IT,"Dec 30, 2023",Rated 5 out of 5 stars,Richie has solved my problem . Thanks,Richie has solved my problem in few minutes. I thank him a lot for his prompt support,"December 30, 2023"
Rõsé Mãry,2,CY,"Dec 30, 2023",Rated 5 out of 5 stars,The customer service agent @Stephane…,The customer service agent @Stephane was very polite and helpful and she tried her very best to help me,"December 30, 2023"
Bonita Slevin,1,CA,"Dec 30, 2023",Rated 5 out of 5 stars,You have tried to do what I wanted and I am happy with that. Thank you,yes  I was helped with the whole situation by this person and I am happy THAT HE IS  GETTING  PART OF MY MONEY BACK AS I NEEDED IT. THANK YOU,"December 30, 2023"
Lisa,7,GB,"Dec 30, 2023",Rated 5 out of 5 stars,Sorted by Fritz 10 out of 10,sorted my problem instantly Fritz youre doing an amazing job thank you so much!,"December 30, 2023"
Nancy Bowers,1,US,"Dec 29, 2023",Rated 5 out of 5 stars,Rhea was very helpful,,"December 28, 2023"
Paulette Cummings,1,US,"Dec 29, 2023",Rated 5 out of 5 stars,My problem was solved in minutes.,,"December 28, 2023"
Karen,5,US,"Dec 28, 2023",Rated 5 out of 5 stars,Great customer support,,"December 28, 2023"
Debra Goveia,5,US,"Dec 28, 2023",Rated 5 out of 5 stars,Clarissa is an excellent representative!!,Clarissa is an excellent representative!  Professional and was able to take care of my issue in a speedy fashion.,"December 28, 2023"
Ryan,1,US,"Dec 28, 2023",Rated 5 out of 5 stars,Done in less than 10 mins.,May managed to solve my issue in under 5 mins! Thank you so much!,"December 27, 2023"
Joanne Deloughry,1,US,"Dec 27, 2023",Rated 4 out of 5 stars,Clarissa was very patient polite and…,Supposed to be 5 stars but shows 4 💕Clarissa was very patient polite and new her job she took care of my problem right away wish I could give her 10 stars 🌟,"December 25, 2023"
Susan Montgomery,1,CA,"Dec 27, 2023",Rated 4 out of 5 stars,I liked that the agent Clarissa was honest with me. I do appreciate that.,I liked that the agent Clarissa was honest with me,"December 27, 2023"
Mari,1,AU,"Dec 27, 2023",Rated 5 out of 5 stars,Great help!,Clarissa was extremely helpful and informative!,"December 28, 2023"
Enrique Gonzales,1,US,"Dec 27, 2023",Rated 5 out of 5 stars,Ease of use and quick response,,"December 27, 2023"
Karen Reiber,1,US,"Dec 27, 2023",Rated 5 out of 5 stars,Customer Service,Yvonne was very helpful and let me know what was being charged and to whom.,"December 26, 2023"
W. Craig Kelly,1,US,"Dec 23, 2023",Rated 1 out of 5 stars,"Avoid ClickBank web form scam for ""Eat Stop Eat"".…","The ClickBank web form experience for ordering a hard copy of intermittent fasting titled  ""Eat Stop Eat"" involves a series of deliberately confusing and misleading links.I avoided all the add-ons and still recieved an email that I have free subscription that would auto-renew.Since the site has my credit card info this is just a fraudulent unauthorized transaction.","December 23, 2023"
